   1.1453546e+00  -1.4689016e+00  -1.9173830e+00
   1.0660424e+00  -1.3995592e+00  -1.8149854e+00
  -2.1766202e-01  -3.2457974e-01  -1.6921198e-01
   8.4441959e-01  -1.2082146e+00  -1.5291357e+00
   1.6658839e+00  -1.8909345e+00  -2.5806937e+00
  -5.2914686e-01  -5.4978295e-02   2.3296521e-01
   1.5691749e+00  -1.8036527e+00  -2.4546845e+00
   1.8341057e+00  -2.0213258e+00  -2.7931384e+00
  -2.6720379e-01  -2.6296938e-01  -9.9644599e-02
   1.0546070e-01  -5.6964175e-01  -5.7624741e-01
  -8.2156638e-01   2.0981093e-01   6.1243336e-01
  -3.3394177e-01  -1.9042814e-01  -1.1678678e-02
   1.1759640e+00  -1.4417833e+00  -1.9458958e+00
   2.0922370e+00  -2.1936434e+00  -3.1197734e+00
   3.1400688e+00  -3.0496728e+00  -4.4626862e+00
   3.3450311e+00  -3.1937673e+00  -4.7262484e+00
   1.6404951e+00  -1.7321333e+00  -2.5439897e+00
   5.8725348e-01  -7.9885668e-01  -1.1975174e+00
   2.6396787e+00  -2.4378268e+00  -3.8321850e+00
   1.8024883e+00  -1.6365321e+00  -2.7664577e+00
   1.9256657e-01  -1.5438704e-01  -7.1346355e-01
  -6.7692145e-01   7.5411629e-01   3.8717903e-01
  -1.3613015e+00   1.5648345e+00   1.2460578e+00
   1.1692240e+00  -2.3801853e-01  -2.0201927e+00
   3.0052046e+00  -1.3790141e+00  -4.4030872e+00
   3.6509797e+00  -1.4358806e+00  -5.2681870e+00
   2.4762945e+00   1.1102383e-01  -3.8073821e+00
   2.2756054e+00   9.2632717e-01  -3.6011876e+00
   4.8429753e+00  -5.1039379e-01  -6.9466240e+00
   5.8366406e+00  -9.0877994e-01  -8.2534030e+00
   3.6093528e+00   4.3265007e-01  -5.3565651e+00
   1.7619932e+00  -5.2009835e-01  -2.7873997e+00
  -3.4038760e+00  -5.5747277e-01   4.1833162e+00
  -7.0619883e+00  -1.0284336e+00   9.1556156e+00
  -7.5902019e+00  -1.6710074e-01   9.7997634e+00
  -1.6388510e+00  -9.2286797e-01   1.8359424e+00
   2.1668411e+00  -5.7559661e-03  -3.3689811e+00
   2.8694347e+00   1.2095601e+00  -4.4131689e+00
   3.8511801e+00   4.5463051e-01  -5.6752077e+00
   2.1631299e+00   1.2847947e+00  -3.4644517e+00
   9.7452121e-01   1.6008336e+00  -1.8858415e+00
   8.3148049e-01   1.0925243e+00  -1.6508847e+00
   1.0001523e-01   1.1587706e+00  -6.6863291e-01
  -7.3190465e-01   1.3970055e+00   4.3527511e-01
   4.3975035e-01   4.1698667e-02  -1.0344425e+00
  -2.3944843e-01   3.0353705e-01  -1.3826804e-01
   1.2801864e+00  -1.2075229e+00  -2.0645318e+00
   1.7821122e+00  -1.8143866e+00  -2.6908594e+00
   2.3320485e+00  -2.4154005e+00  -3.3821397e+00
   4.9007761e-01  -9.8145406e-01  -1.0112782e+00
   4.7573906e-01  -1.0430067e+00  -9.8425782e-01
  -1.6964648e-01  -5.5378881e-01  -1.4985662e-01
   5.2755342e-01  -1.1672742e+00  -1.0361904e+00
  -1.4239202e-02  -7.3252851e-01  -3.3451814e-01
  -1.4414079e+00   4.5166165e-01   1.5029001e+00
  -9.2442456e-01   2.0240582e-02   8.5130915e-01
  -4.0614775e-01  -4.0639271e-01   2.0111319e-01
  -1.0860709e+00   1.7240816e-01   1.0902322e+00
  -2.7747334e-01  -4.8726012e-01   7.6770605e-02
  -2.0211267e-01  -5.3072685e-01   8.3164082e-03
  -9.5198364e-01   1.1934955e-01   1.0047529e+00
  -7.7028247e-01  -3.3156296e-03   8.1661585e-01
  -1.9033358e+00   9.7738686e-01   2.3233727e+00
  -2.9818065e-01  -3.2224071e-01   3.3239283e-01
  -1.6946580e+00   8.9028072e-01   2.1986223e+00
  -1.4396994e+00   7.2968271e-01   1.9595314e+00
   2.9953576e-01  -6.6489644e-01  -1.7146902e-01
  -1.9836283e-01  -1.8694164e-01   5.7280822e-01
  -1.0269095e+00   5.7078656e-01   1.7477490e+00
  -2.2506156e+00   1.6609632e+00   3.4338072e+00
  -8.3746947e-01   5.5074970e-01   1.7435681e+00
  -2.0844548e-01   9.4984612e-02   1.0576899e+00
   5.0621919e-01  -4.3565133e-01   2.5589376e-01
   1.8402711e+00  -1.4896277e+00  -1.3509969e+00
   5.6432627e-01  -3.7291144e-01   3.7062834e-01
  -1.1227245e+00   1.0766593e+00   2.5997256e+00
   8.5091077e-01  -5.4206127e-01   1.1628751e-01
  -1.9962825e-01   3.5154471e-01   1.4842684e+00
   1.1670132e-01   9.0722090e-02   1.0763589e+00
   1.1826555e+00  -8.0913008e-01  -3.1647838e-01
  -8.5467737e-01   8.6948970e-01   2.2436400e+00
   8.7353888e-02   4.8839103e-02   9.6451248e-01
  -1.5808872e+00   1.3974513e+00   3.0111520e+00
  -2.6983283e+00   2.2776348e+00   4.3361871e+00
  -8.6744554e-01   6.8996622e-01   1.8720048e+00
   5.9058319e-01  -5.8984929e-01  -1.2079338e-01
   1.6173056e+00  -1.5106533e+00  -1.5629220e+00
   2.2954094e+00  -2.1394600e+00  -2.5565561e+00
   2.2378042e+00  -2.1513688e+00  -2.6025295e+00
   9.7422514e-01  -1.1523600e+00  -1.0957102e+00
   2.0078793e+00  -2.0663993e+00  -2.5229994e+00
   2.0755765e+00  -2.1681628e+00  -2.7017611e+00
   1.6505349e+00  -1.8523759e+00  -2.2376300e+00
  -2.1495382e-01  -3.2768535e-01   8.3858218e-02
   3.9840784e-01  -8.6678206e-01  -7.5979843e-01
   1.1315635e+00  -1.5005597e+00  -1.7469204e+00
   5.4019235e-01  -1.0238013e+00  -1.0281686e+00
  -7.1056918e-01   7.7772301e-03   5.4351165e-01
   4.7494110e-01  -9.9097393e-01  -9.9930280e-01
   4.5523527e-01  -9.8016215e-01  -9.9169660e-01
   1.4254261e+00  -1.7933625e+00  -2.2478351e+00
   1.9767322e+00  -2.2553178e+00  -2.9643471e+00
   2.8781926e+00  -3.0092913e+00  -4.1287534e+00
   2.8006055e+00  -2.9467571e+00  -4.0403210e+00
   5.5311634e-01  -1.0748261e+00  -1.1758900e+00
   6.4352058e-01  -1.1553641e+00  -1.3081209e+00
   2.5329309e+00  -2.7463068e+00  -3.7614479e+00
   3.4982473e+00  -3.5850914e+00  -5.0676207e+00
   2.9452386e+00  -3.1821830e+00  -4.4779868e+00
   7.4476056e-01  -1.4316705e+00  -1.8316154e+00
   1.9792945e+00  -2.5746635e+00  -3.6372716e+00
   1.2461375e+00  -2.0927445e+00  -2.9602885e+00
   2.7385059e-01  -1.4167253e+00  -1.9954787e+00
  -4.7396833e-01  -9.1620046e-01  -1.3086006e+00
  -1.3306543e+00  -2.9250249e-01  -4.4016965e-01
  -2.0831262e+00   3.2442561e-01   4.1854395e-01
